store_id,name_nagoya,catch,star,review,pop_score,price_lunch,price_dinner,address,link_detail
23078038,炭焼きうなぎ・かしわ 登河 池下店,"
              池下駅5分｜その時期一番よい状態の鰻を秘伝のタレで。和の趣あふれる非日常空間でお食事を。
            ",3.41,108,15.99749627840138,3000.0,5000.0," 池下駅 343m / うなぎ、鳥料理、鍋
            ",https://tabelog.com/aichi/A2301/A230106/23078038/
23006137,しら河 栄ガスビル店,"
              矢場町駅2分◆落ち着いた雰囲気の和空間で、厳選素材を使用した名古屋名物ひつまぶしを味わう。
            ",3.63,855,24.510741465394524,3000.0,3000.0," 矢場町駅 298m / うなぎ、日本料理
            ",https://tabelog.com/aichi/A2301/A230103/23006137/
23064649,うなぎ 光玉,"
              【大須】創業90年 代々より継ぎ足しのタレが味の決め手。時の積み重ねの中でしか出せない味を―
            ",3.52,72,15.102417232842337,2000.0,," 矢場町駅 401m / うなぎ、日本料理、海鮮
            ",https://tabelog.com/aichi/A2301/A230105/23064649/
23075853,うなぎ四代目菊川 栄店,"
              うなぎ四代目菊川が満を持してOPENした栄店。パリッ・ふわっ・トロの 一本鰻 をどうぞ♪
            ",3.47,118,16.583558521097007,3000.0,3000.0," 栄（名古屋）駅 217m / うなぎ、日本料理
            ",https://tabelog.com/aichi/A2301/A230103/23075853/
23091938,備長炭火 うな木,"
              立て場から活きた鰻を店内で捌いて串を打ち、備長炭の炭火で丁寧に焼き上げる「鰻」料理専門店
            ",3.11,22,9.751387011539656,4000.0,4000.0," 久屋大通駅 279m / うなぎ、日本料理、海鮮
            ",https://tabelog.com/aichi/A2301/A230103/23091938/
23076947,うなぎ四代目菊川 ミッドランドスクエア 名古屋本店,"
              昭和七年創業。老舗鰻卸問屋が営む「うなぎ四代目菊川」で名物一本うなぎを。
            ",3.57,425,21.614348466181653,5000.0,5000.0," 名鉄名古屋駅 109m / うなぎ、日本料理
            ",https://tabelog.com/aichi/A2301/A230101/23076947/
23087713,昼だけうなぎ屋 大須店,"
              みんなと大衆価格を約束した昼3時間半だけの鰻屋さん ♪
            ",3.6,218,19.400658227339402,2000.0,," 大須観音駅 379m / うなぎ
            ",https://tabelog.com/aichi/A2301/A230105/23087713/
23088511,まるや本店 名駅3丁目店,"
              地元の方はもちろん、全国の方々から愛され続ける本格派ひつまぶし専門店。
            ",3.11,69,13.212820202773507,4000.0,5000.0," 国際センター駅 250m / うなぎ、郷土料理、日本料理
            ",https://tabelog.com/aichi/A2301/A230101/23088511/
23001068,うなぎ和食  しら河 今池ガスビル店,"
              リニューアルオープンで新たに生まれ変わりました！ご来店お待ちしております。
            ",3.55,460,21.773563052638103,2000.0,2000.0," 今池駅 59m / うなぎ、海鮮、日本料理
            ",https://tabelog.com/aichi/A2301/A230106/23001068/
23087444,名古屋名物居酒屋 てしごと家 名古屋駅新幹線口店,"
              名古屋駅出て目の前！徒歩30秒！！定番名古屋めしと旬の鮮魚にこだわる居酒屋
            ",3.09,36,11.157736350070653,,4000.0," 名古屋駅 170m / 居酒屋、うなぎ、手羽先
            ",https://tabelog.com/aichi/A2301/A230101/23087444/
23079412,うなぎのうな泰 錦店,"
              【栄駅3分】安さ＆美味しさを追求！本格うなぎを気軽に楽しめる専門店◎うな丼550円～
            ",3.43,183,17.887229648598822,999.0,999.0," 栄（名古屋）駅 399m / うなぎ、居酒屋、海鮮
            ",https://tabelog.com/aichi/A2301/A230103/23079412/
23077136,ひつまぶし 一葉,"
              熟練の職人が炭火で1本１本うなぎを丁寧に焼き上げます。栄駅徒歩5分。提携駐車場あり
            ",3.38,140,16.726808429478208,4000.0,4000.0," 栄（名古屋）駅 506m / うなぎ
            ",https://tabelog.com/aichi/A2301/A230103/23077136/
23071472,囲炉裏料理 うな革 和なり,"
              【丸の内駅すぐ】京都祇園料亭出身の料理長が醸し出す料理と囲炉裏の空間をご堪能歓送迎会利用◎
            ",3.39,105,15.809058529039907,999.0,3000.0," 丸の内駅 221m / うなぎ、寿司、海鮮
            ",https://tabelog.com/aichi/A2301/A230102/23071472/
23035870,うなぎの名月,"
              【栄駅すぐ】国産活きウナギをリーズナブルに堪能◆80年以上継ぎ足しのたれで味わう絶品うなぎ
            ",3.25,19,9.73612988905047,1000.0,6000.0," 栄町駅 168m / 日本料理、うなぎ、すき焼き
            ",https://tabelog.com/aichi/A2301/A230103/23035870/
23007451,うな春,"
              【高岳駅5分】甘辛タレが魅力◎炭火で焼き上げた名古屋風鰻料理を堪能◆一人でも家族でも◎
            ",3.6,292,20.448621392461444,4000.0,5000.0," 高岳駅 328m / うなぎ
            ",https://tabelog.com/aichi/A2301/A230104/23007451/
23091913,鰻割烹 はじめ,"
              和食の職人が作る、鰻をメインにしたおまかせコース
            ",3.04,2,3.339781357551054,8000.0,8000.0," 高岳駅 393m / うなぎ、日本料理
            ",https://tabelog.com/aichi/A2301/A230104/23091913/
23090975,うなぎのことぶき,"
              【名古屋駅5分】質の良いうなぎをリーズナブルに堪能！名古屋名物や多彩な一品料理も楽しめる
            ",3.18,18,9.36331595374928,2000.0,3000.0," 名古屋駅 436m / うなぎ、居酒屋、日本料理
            ",https://tabelog.com/aichi/A2301/A230101/23090975/
23000932,うな東,"
              駐車場有◆創業54年の老舗で、皮はパリッ身はふわっとした鰻×守り続けてきた自家製だれに舌鼓
            ",3.5,345,20.462535712702035,4000.0,4000.0," 米野駅 454m / うなぎ、日本料理、郷土料理
            ",https://tabelog.com/aichi/A2301/A230101/23000932/
23000313,東京 竹葉亭 名古屋店,"
              【伝統の鰻・日本料理】老舗うなぎ料理の粋。こだわりの鰻料理と旬の料理をご堪能下さい。
            ",3.59,326,20.785957013521138,3000.0,5000.0," 名古屋駅 104m / うなぎ、日本料理
            ",https://tabelog.com/aichi/A2301/A230101/23000313/
